授業科目名,担当教員,役職,単位数,必修・選択・自由,開講年次,開講学期,実務経験,備考,シラバスURL
情報工学実験Ⅱ,小畑 博靖,准教授,1.5,必須,３年,前期後半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_26460701.html
情報工学実験Ⅲ,小畑 博靖,准教授,1.5,必須,３年,後期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_26460801.html
情報工学実験Ⅳ,新 浩一,講師,1.5,必須,３年,後期後半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_26460901.html
情報工学特別演習Ⅰ,永山 忍,教授,2,必須,１・２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66420101.html
情報工学特別演習Ⅱ,永山 忍,教授,2,必須,１・２年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66420201.html
情報工学特別演習Ⅲ,永山 忍,教授,2,必須,１・２年次（２年次に履修することを推奨）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66420301.html
情報工学特別演習Ⅳ,永山 忍,教授,2,必須,１・２年次（２年次に履修することを推奨）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66420401.html
情報検索,梶山 朋子,准教授,2,選択,3年,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27440501.html
情報活用基礎,今井 哲郎,講師,2,必須,１年次（情報科学部対象）,前期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507A1.html
情報活用基礎,小嵜 貴弘,准教授,2,必須,1年次（情報科学部対象）,前期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507B1.html
情報活用基礎,岡本 勝,講師,2,必須,１年（情報科学部対象）,前期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507C1.html
情報活用基礎,河野 英太郎,准教授,2,必須,1年次（情報科学部対象）,前期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507D1.html
情報活用基礎,中山 仁史,准教授,2,必須,１年（芸術学部デザイン工芸学科対象）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507G1.html
情報活用基礎,中野 靖久,准教授,2,必須,１年（芸術学部美術学科対象）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507G2.html
情報活用基礎,西 正博,教授,2,必須,1年（国際学部）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507K1.html
情報活用基礎,河野 英太郎,准教授,2,必須,１年次（国際学部対象）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_001507K2.html
情報物性基礎講究,田中 公一,教授,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210701.html
情報物性基礎講究,八方 直久,准教授,2,選択,１年次以上,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210702.html
情報物性特論Ⅰ,田中 公一,教授,2,選択,１・２年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66412001.html
情報物性特論Ⅱ,八方 直久,准教授,2,選択,１年次以上,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66412101.html
情報理論,高橋 賢,准教授,2,選択,3年次,前期後半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_26431301.html
情報理論,三村 和史,教授,2,選択,3年次,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27431501.html
情報理論,双紙 正和,准教授,2,選択,2年,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_28430601.html
情報生物材料講究,釘宮 章光,准教授,2,選択,博士後期課程１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210801.html
情報社会論,八城 年伸,非常勤講師,2,選択,１・２年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00110401.html
情報科学基礎実験α,稲木 雅人,講師,3,必須,2年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414001.html
情報科学基礎実験β,岩田 一貴,准教授,3,必須,2年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414101.html
情報科学基礎実験ａ,稲木 雅人,講師,1,必須,2年次,前期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414401.html
情報科学基礎実験ｂ,下川 丈明,准教授,1,必須,2年次,前期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414501.html
情報科学基礎実験ｃ,岩田 一貴,准教授,1,必須,2年次,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414601.html
情報科学序説,永山 忍,教授,1,選択,１年次,後期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20413502.html
情報科学概論,藤原 久志,准教授,2,選択,１・２年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00130901.html
情報科学特別基礎講義,永山 忍,教授,2,選択,１、２年次生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_60412299.html
情報科学特別実習,その他 教員,助教,4,選択,1，2，3年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65211096.html
情報科学特別実習,その他 教員,助教,4,選択,１・２・３年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65211097.html
情報科学特別実習,その他 教員,助教,4,選択,１、２、３年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65211098.html
情報科学特別実習,その他 教員,助教,4,選択,１、２、３年,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65211099.html
情報科学特別実践講義,永山 忍,教授,2,選択,１、２年次生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_60430799.html
情報科学英語,その他 教員,助教,1,必須,１年,前期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20422099.html
情報科学講究Ⅰ,その他 教員,助教,2,選択,1，2，3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210196.html
情報科学講究Ⅰ,その他 教員,助教,2,選択,１・２・３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210197.html
情報科学講究Ⅰ,その他 教員,助教,2,選択,１、２、３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210198.html
情報科学講究Ⅰ,その他 教員,助教,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210199.html
情報科学講究Ⅱ,その他 教員,助教,2,選択,1，2，3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210296.html
情報科学講究Ⅱ,その他 教員,助教,2,選択,１・２・３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210297.html
情報科学講究Ⅱ,その他 教員,助教,2,選択,１、２、３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210298.html
情報科学講究Ⅱ,その他 教員,助教,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210299.html
情報科学講究Ⅲ,その他 教員,助教,2,選択,1，2，3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210396.html
情報科学講究Ⅲ,その他 教員,助教,2,選択,１・２・３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210397.html
情報科学講究Ⅲ,その他 教員,助教,2,選択,１、２、３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210398.html
情報科学講究Ⅲ,その他 教員,助教,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210399.html
情報科学講究Ⅳ,その他 教員,助教,2,選択,1，2，3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210496.html
情報科学講究Ⅳ,その他 教員,助教,2,選択,１・２・３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210497.html
情報科学講究Ⅳ,その他 教員,助教,2,選択,１、２、３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210498.html
情報科学講究Ⅳ,その他 教員,助教,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210499.html
情報科学講究Ⅴ,その他 教員,助教,2,選択,1，2，3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210596.html
情報科学講究Ⅴ,その他 教員,助教,2,選択,１・２・３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210597.html
情報科学講究Ⅴ,その他 教員,助教,2,選択,１、２、３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210598.html
情報科学講究Ⅴ,その他 教員,助教,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210599.html
情報科学講究Ⅵ,その他 教員,助教,2,選択,1，2，3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210696.html
情報科学講究Ⅵ,その他 教員,助教,2,選択,１・２・３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210697.html
情報科学講究Ⅵ,その他 教員,助教,2,選択,１、２、３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210698.html
情報科学講究Ⅵ,その他 教員,助教,2,選択,１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65210699.html
情報通信システム特論,高橋 賢,准教授,2,選択,1・2年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66410801.html
情報通信技術を活用した教育の理論,卜部 匡司,教授,1,選択,２年次以上,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00415301.html
情報通信方法特論,舟阪 淳一,准教授,2,選択,１，２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66410901.html
情報通信方法特論,舟阪 淳一,准教授,2,選択,１，２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_68411501.html
感性情報処理,松原 行宏,教授,2,選択,３年次,後期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27432201.html
戦争裁判と国際刑事裁判,永井 均,教授,2,選択,修士課程１、２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_81220101.html
批判的創造的思考法,永山 忍,教授,2,必須,2年次,後期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414301.html
批判的創造的思考法,永山 忍,教授,2,必須,2年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20414302.html
技法演習（裏打技法）,今村 雅弘,教授,2,必須,美術学科日本画専攻4年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_31323602.html
技術文書作成法,永山 忍,教授,1,必須,４年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_26433701.html
技術文書作成法,三村 和史,教授,1,必須,４年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27434101.html
技術文書作成法,小野 貴彦,教授,1,必須,4年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_28433601.html
技術文書作成法,鷹野 優,教授,1,必須,４年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_29432001.html
技術者倫理,丞村 宏,非常勤講師,2,選択,３年,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20433599.html
技術英語基礎演習,齋藤 徹,講師,1,必須,３年次,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_29431101.html
技術英語応用演習,鷹野 優,教授,1,必須,３年次,後期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_29431401.html
技術英語演習Ⅰ,岡本 勝,講師,1,必須,3年次（2012年度以降入学生）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27433701.html
技術英語演習Ⅰ,岡本 勝,講師,1,必須,3年次,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27460701.html
技術英語演習Ⅱ,三村 和史,教授,1,必須,３年次,後期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27460801.html
技術英語演習Ⅲ,三村 和史,教授,1,必須,４年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27460901.html
持続可能な開発のための教育（ＥＳＤ）論,卜部 匡司,教授,2,選択,博士前期課程１、２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51321601.html
推論方式特論,原 章,教授,2,選択,１・２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_67410401.html
描出演習Ⅰ,笠原 浩,教授,2,必須,デザイン工芸学科１年次必修,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D1801.html
描出演習Ⅱ,中村 圭,准教授,2,必須,２年次（視覚造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2101.html
描出演習Ⅱ,藤江 竜太郎,講師,2,必須,２年次（立体造形）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2102.html
描出演習Ⅱ,城井 文,講師,2,必須,２年次（映像メディア造形）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2103.html
描出演習Ⅱ,内堀 豪,准教授,2,必須,２年次（金属造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2104.html
描出演習Ⅱ,野田 睦美,准教授,2,必須,２年次(染織造形),後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2105.html
描出演習Ⅱ,古堅 太郎,講師,2,必須,2年次（現代表現）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2106.html
描出演習Ⅱ,青木 伸介,講師,2,必須,２年次（漆造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2107.html
政治学,板谷 大世,准教授,2,選択,１・２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00120901.html
教師論,福本 昌之,教授,2,選択,1年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00411301.html
教科教育法（工芸）Ⅰ,三根 和浪,非常勤講師,2,選択,３年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414701.html
教科教育法（工芸）Ⅱ,三根 和浪,非常勤講師,2,選択,３年次以上,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414801.html
教科教育法（情報）Ⅰ,毛利 考佑,准教授,2,選択,3年次以上,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414301.html
教科教育法（情報）Ⅱ,岩根 典之,准教授,2,選択,３年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414401.html
教科教育法（数学）Ⅰ,関根 光弘,准教授,2,選択,３年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414101.html
教科教育法（数学）Ⅱ,田中 輝雄,教授,2,選択,３年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414201.html
教科教育法（美術）Ａ,三根 和浪,非常勤講師,2,選択,2年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00412001.html
教科教育法（美術）ＡⅠ,三根 和浪,非常勤講師,2,選択,2年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414902.html
教科教育法（美術）ＡⅡ,三根 和浪,非常勤講師,2,選択,2年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00415002.html
教科教育法（美術）ＢⅠ,三根 和浪,非常勤講師,2,選択,３年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414501.html
教科教育法（美術）ＢⅡ,三根 和浪,非常勤講師,2,選択,3年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414601.html
教科教育法（英語）Ａ,横山 知幸,教授,2,選択,２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00411701.html
教科教育法（英語）ＡⅠ,横山 知幸,教授,2,選択,２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00415A01.html
教科教育法（英語）ＡⅡ,横山 知幸,教授,2,選択,２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00415B01.html
教科教育法（英語）ＢⅠ,青木 信之,教授,2,選択,３年次生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00413901.html
教科教育法（英語）ＢⅡ,青木 信之,教授,2,選択,３年次生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00414001.html
教職実践演習（中等）B,松原 行宏,教授,2,選択,４年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00413601.html
教職実践演習（中等）C,永見 文人,教授,2,選択,４年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00413701.html
教職実践演習（中等）Ａ,福本 昌之,教授,2,選択,４年（※本科目の履修者は、本年度において教育実習の単位を修得している者（見込みの者を含む）とする。）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00413501.html
教職特講,福本 昌之,教授,2,選択,３年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00413801.html
